State,Year,Quater,Brands,Transaction_count,percentage
Madhya Pradesh,2018,4,Xiaomi,1416415,0.26398850271794944
Madhya Pradesh,2018,4,Samsung,1015220,0.18921460710972182
Madhya Pradesh,2018,4,Vivo,905510,0.16876708386746142
Madhya Pradesh,2018,4,Oppo,579831,0.10806770439415803
Madhya Pradesh,2018,4,Realme,294612,0.05490917616852442
Madhya Pradesh,2018,4,Motorola,117954,0.021984022937905207
Madhya Pradesh,2018,4,Micromax,103324,0.019257313749733947
Madhya Pradesh,2018,4,Apple,100071,0.018651026327374334
Madhya Pradesh,2018,4,OnePlus,90958,0.016952564206266698
Madhya Pradesh,2018,4,Lenovo,84373,0.015725265504687218
Madhya Pradesh,2018,4,Others,657174,0.1224827330162175
Madhya Pradesh,2019,1,Xiaomi,1692888,0.26391980672246507
Madhya Pradesh,2019,1,Samsung,1214286,0.1893061599029559
Madhya Pradesh,2019,1,Vivo,1118407,0.17435870493325722
Madhya Pradesh,2019,1,Oppo,713079,0.11116841271120632
Madhya Pradesh,2019,1,Realme,347539,0.05418103602159079
Madhya Pradesh,2019,1,Motorola,132833,0.02070855230019068
Madhya Pradesh,2019,1,Micromax,115580,0.018018824199227894
Madhya Pradesh,2019,1,Apple,114562,0.01786011886063286
Madhya Pradesh,2019,1,OnePlus,102145,0.015924319067573398
Madhya Pradesh,2019,1,Lenovo,94449,0.014724519179727249
Madhya Pradesh,2019,1,Others,768635,0.11982954610117262
Madhya Pradesh,2019,2,Xiaomi,1936039,0.2651682497001851
Madhya Pradesh,2019,2,Samsung,1385430,0.18975446681710828
Madhya Pradesh,2019,2,Vivo,1303162,0.17848668679494195
Madhya Pradesh,2019,2,Oppo,827579,0.11334878838630291
Madhya Pradesh,2019,2,Realme,396497,0.05430593882735539
Madhya Pradesh,2019,2,Motorola,145364,0.019909680254074278
Madhya Pradesh,2019,2,Apple,127711,0.017491849253791034
Madhya Pradesh,2019,2,Micromax,120323,0.016479956916506007
Madhya Pradesh,2019,2,OnePlus,111156,0.01522440506811783
Madhya Pradesh,2019,2,Lenovo,103102,0.014121294499020158
Madhya Pradesh,2019,2,Others,844809,0.11570868348259704
Madhya Pradesh,2019,3,Xiaomi,2182732,0.2668159943984987
Madhya Pradesh,2019,3,Samsung,1532795,0.18736804249630593
Madhya Pradesh,2019,3,Vivo,1494051,0.18263199662032323
Madhya Pradesh,2019,3,Oppo,939484,0.11484202260354416
Madhya Pradesh,2019,3,Realme,456103,0.05575378722313983
Madhya Pradesh,2019,3,Motorola,154465,0.01888171913673511
Madhya Pradesh,2019,3,Apple,139917,0.017103379383385017
Madhya Pradesh,2019,3,Micromax,129516,0.01583196669610193
Madhya Pradesh,2019,3,OnePlus,120190,0.014691961434915307
Madhya Pradesh,2019,3,Huawei,113980,0.013932854350209226
Madhya Pradesh,2019,3,Others,917431,0.11214627565684154
Madhya Pradesh,2019,4,Xiaomi,2450683,0.2673888226179759
Madhya Pradesh,2019,4,Vivo,1711918,0.186783740874899
Madhya Pradesh,2019,4,Samsung,1704518,0.18597634257517068
Madhya Pradesh,2019,4,Oppo,1069906,0.11673517368501275
Madhya Pradesh,2019,4,Realme,529253,0.05774567193595891
Madhya Pradesh,2019,4,Motorola,165303,0.018035859613511528
Madhya Pradesh,2019,4,Apple,150743,0.016447248904856947
Madhya Pradesh,2019,4,Micromax,136341,0.014875877240980351
Madhya Pradesh,2019,4,OnePlus,127622,0.013924565649719414
Madhya Pradesh,2019,4,Huawei,125734,0.013718569975410358
Madhya Pradesh,2019,4,Others,993220,0.10836812692650417
Madhya Pradesh,2020,1,Xiaomi,2697286,0.26570657303333706
Madhya Pradesh,2020,1,Vivo,1956817,0.19276381485811128
Madhya Pradesh,2020,1,Samsung,1873824,0.1845882689146126
Madhya Pradesh,2020,1,Oppo,1206327,0.11883389938166973
Madhya Pradesh,2020,1,Realme,607456,0.05983979897887684
Madhya Pradesh,2020,1,Motorola,174003,0.017140837429742248
Madhya Pradesh,2020,1,Apple,160868,0.015846923533776865
Madhya Pradesh,2020,1,Huawei,136299,0.013426659315278694
Madhya Pradesh,2020,1,Micromax,135703,0.013367948033817304
Madhya Pradesh,2020,1,OnePlus,133926,0.013192897786909769
Madhya Pradesh,2020,1,Others,1068862,0.10529237873386757
Madhya Pradesh,2020,2,Xiaomi,3003291,0.26403897586717145
Madhya Pradesh,2020,2,Vivo,2247524,0.19759455051038632
Madhya Pradesh,2020,2,Samsung,2084294,0.1832439324614532
Madhya Pradesh,2020,2,Oppo,1376782,0.1210419201044308
Madhya Pradesh,2020,2,Realme,693404,0.0609616857048485
Madhya Pradesh,2020,2,Motorola,185349,0.016295244163154473
Madhya Pradesh,2020,2,Apple,170312,0.014973243038350166
Madhya Pradesh,2020,2,Micromax,147344,0.012953975775298669
Madhya Pradesh,2020,2,Huawei,147224,0.012943425789598294
Madhya Pradesh,2020,2,OnePlus,139482,0.012262775878829194
Madhya Pradesh,2020,2,Others,1179417,0.10369027070647892
Madhya Pradesh,2020,3,Xiaomi,3292397,0.2620453917408668
Madhya Pradesh,2020,3,Vivo,2556833,0.2035010677937611
Madhya Pradesh,2020,3,Samsung,2278237,0.18132731476293323
Madhya Pradesh,2020,3,Oppo,1539499,0.12253036876770106
Madhya Pradesh,2020,3,Realme,799089,0.06360034650767131
Madhya Pradesh,2020,3,Motorola,196221,0.015617438848591047
Madhya Pradesh,2020,3,Apple,181092,0.01441330558894843
Madhya Pradesh,2020,3,Huawei,157340,0.012522858554575276
Madhya Pradesh,2020,3,Micromax,157127,0.01250590565720573
Madhya Pradesh,2020,3,OnePlus,146328,0.01164640171967644
Madhya Pradesh,2020,3,Others,1260061,0.10028960005806964
Madhya Pradesh,2020,4,Xiaomi,3563397,0.25938351632889545
Madhya Pradesh,2020,4,Vivo,2853943,0.20774159341275666
Madhya Pradesh,2020,4,Samsung,2466332,0.17952697007784352
Madhya Pradesh,2020,4,Oppo,1703093,0.12396997892043113
Madhya Pradesh,2020,4,Realme,905866,0.06593896453378369
Madhya Pradesh,2020,4,Motorola,206156,0.015006317901794205
Madhya Pradesh,2020,4,Apple,195195,0.01420845487320631
Madhya Pradesh,2020,4,Huawei,166594,0.012126557192279166
Madhya Pradesh,2020,4,Micromax,164239,0.011955134198727074
Madhya Pradesh,2020,4,Tecno,157894,0.011493274795717294
Madhya Pradesh,2020,4,Others,1355238,0.09864923776456555
Madhya Pradesh,2021,1,Xiaomi,3826173,0.25783832488949876
Madhya Pradesh,2021,1,Vivo,3171754,0.21373830674189778
Madhya Pradesh,2021,1,Samsung,2620433,0.1765858614352158
Madhya Pradesh,2021,1,Oppo,1846729,0.12444746013441085
Madhya Pradesh,2021,1,Realme,1015817,0.06845392345674803
Madhya Pradesh,2021,1,Motorola,211488,0.014251763225089486
Madhya Pradesh,2021,1,Apple,210736,0.014201087413954731
Madhya Pradesh,2021,1,Tecno,184784,0.012452232825431871
Madhya Pradesh,2021,1,Huawei,173653,0.01170213647737207
Madhya Pradesh,2021,1,Micromax,165359,0.011143220017861876
Madhya Pradesh,2021,1,Others,1412501,0.09518568338251875
Madhya Pradesh,2021,2,Xiaomi,4052668,0.2542302568826734
Madhya Pradesh,2021,2,Vivo,3483187,0.21850581537406683
Madhya Pradesh,2021,2,Samsung,2757784,0.17300014083239157
Madhya Pradesh,2021,2,Oppo,2001363,0.1255486582186051
Madhya Pradesh,2021,2,Realme,1196164,0.0750372547156111
Madhya Pradesh,2021,2,Tecno,240188,0.015067372145987672
Madhya Pradesh,2021,2,Apple,228017,0.014303866115757952
Madhya Pradesh,2021,2,Motorola,210526,0.013206628093019639
Madhya Pradesh,2021,2,OnePlus,182565,0.011452590453445799
Madhya Pradesh,2021,2,Huawei,171485,0.010757524574311356
Madhya Pradesh,2021,2,Others,1416988,0.08888989259412952
Madhya Pradesh,2021,3,Xiaomi,4290362,0.2492913373107732
Madhya Pradesh,2021,3,Vivo,3891058,0.22608979204407054
Madhya Pradesh,2021,3,Samsung,2829150,0.1643876640136133
Madhya Pradesh,2021,3,Oppo,2215661,0.12874090664548238
Madhya Pradesh,2021,3,Realme,1404072,0.08158355555093298
Madhya Pradesh,2021,3,Tecno,298534,0.017346307862304945
Madhya Pradesh,2021,3,Apple,249062,0.014471738993888114
Madhya Pradesh,2021,3,OnePlus,224466,0.013042589254892715
Madhya Pradesh,2021,3,Motorola,208788,0.01213161960096647
Madhya Pradesh,2021,3,Huawei,180559,0.010491374521193293
Madhya Pradesh,2021,3,Others,1418521,0.0824231142018821
Madhya Pradesh,2021,4,Xiaomi,4500562,0.24385038710207707
Madhya Pradesh,2021,4,Vivo,4248158,0.23017458103472088
Madhya Pradesh,2021,4,Samsung,2921496,0.15829310439833286
Madhya Pradesh,2021,4,Oppo,2400977,0.13009023559128474
Madhya Pradesh,2021,4,Realme,1682298,0.0911506204160836
Madhya Pradesh,2021,4,Tecno,350126,0.018970599812757127
Madhya Pradesh,2021,4,Apple,293413,0.01589776424161732
Madhya Pradesh,2021,4,OnePlus,264637,0.014338617019726062
Madhya Pradesh,2021,4,Motorola,211860,0.011479042619887482
Madhya Pradesh,2021,4,Huawei,174122,0.009434314448503955
Madhya Pradesh,2021,4,Others,1408594,0.07632073331500891
Madhya Pradesh,2022,1,Xiaomi,4678482,0.23801622973210365
Madhya Pradesh,2022,1,Vivo,4575284,0.23276606549594892
Madhya Pradesh,2022,1,Samsung,3009068,0.15308534271747154
Madhya Pradesh,2022,1,Oppo,2595568,0.13204866650620795
Madhya Pradesh,2022,1,Realme,1935366,0.09846110735740835
Madhya Pradesh,2022,1,Tecno,424783,0.021610695117410345
Madhya Pradesh,2022,1,Apple,325559,0.01656270682143352
Madhya Pradesh,2022,1,OnePlus,303765,0.015453944254690403
Madhya Pradesh,2022,1,Motorola,211431,0.010756482437783967
Madhya Pradesh,2022,1,Huawei,173297,0.008816427756670724
Madhya Pradesh,2022,1,Others,1423544,0.07242233180287062
Maharashtra,2018,1,Xiaomi,1606618,0.26307836555922604
Maharashtra,2018,1,Samsung,1354403,0.2217789963441916
Maharashtra,2018,1,Vivo,722501,0.1183071409600206
Maharashtra,2018,1,Oppo,611419,0.10011783211183767
Maharashtra,2018,1,Motorola,250397,0.04100167774849623
Maharashtra,2018,1,OnePlus,250269,0.04098071817329442
Maharashtra,2018,1,Apple,240145,0.03932294677217629
Maharashtra,2018,1,Realme,238202,0.03900478697048008
Maharashtra,2018,1,Lenovo,157770,0.02583431390304297
Maharashtra,2018,1,Huawei,77241,0.012647957407523242
Maharashtra,2018,1,Others,598029,0.09792526404971087
Maharashtra,2018,2,Xiaomi,2177364,0.2648097489154892
Maharashtra,2018,2,Samsung,1813491,0.2205557253497805
Maharashtra,2018,2,Vivo,1030036,0.12527238189568435
Maharashtra,2018,2,Oppo,852747,0.10371059637177646
Maharashtra,2018,2,Motorola,326189,0.039670917305969285
Maharashtra,2018,2,Realme,312225,0.03797262371157906
Maharashtra,2018,2,OnePlus,312199,0.0379694616066339
Maharashtra,2018,2,Apple,308656,0.037538563998146035
Maharashtra,2018,2,Lenovo,200468,0.02438080208251367
Maharashtra,2018,2,Huawei,103831,0.012627866098476949
Maharashtra,2018,2,Others,785165,0.09549131266395058
Maharashtra,2018,3,Xiaomi,2766078,0.26507611427774114
Maharashtra,2018,3,Samsung,2300594,0.22046830134605228
Maharashtra,2018,3,Vivo,1399253,0.13409186152070626
Maharashtra,2018,3,Oppo,1125654,0.10787258650739294
Maharashtra,2018,3,Realme,390608,0.03743236844579217
Maharashtra,2018,3,Motorola,388369,0.03721780276114124
Maharashtra,2018,3,Apple,375379,0.035972957632237484
Maharashtra,2018,3,OnePlus,373333,0.035776887337107606
Maharashtra,2018,3,Lenovo,228516,0.02189892451705711
Maharashtra,2018,3,Huawei,134410,0.012880649251420672
Maharashtra,2018,3,Others,952839,0.0913115464033511
Maharashtra,2018,4,Xiaomi,3540182,0.26455591789383665
Maharashtra,2018,4,Samsung,2956289,0.2209219045671811
Maharashtra,2018,4,Vivo,1906545,0.14247509378921897
Maharashtra,2018,4,Oppo,1510894,0.1129083049996555
Maharashtra,2018,4,Realme,492198,0.0367816947477589
Maharashtra,2018,4,Apple,470804,0.0351829325068852
Maharashtra,2018,4,Motorola,466650,0.03487250629633134
Maharashtra,2018,4,OnePlus,454556,0.03396872810893643
Maharashtra,2018,4,Lenovo,269382,0.020130773580024276
Maharashtra,2018,4,Huawei,175714,0.0131310137605348
Maharashtra,2018,4,Others,1138388,0.08507112974963685
Maharashtra,2019,1,Xiaomi,4274491,0.2624891069401111
Maharashtra,2019,1,Samsung,3611915,0.22180145956409583
Maharashtra,2019,1,Vivo,2418126,0.14849293967601365
Maharashtra,2019,1,Oppo,1907902,0.11716096538962228
Maharashtra,2019,1,Realme,585138,0.035932313591658695
Maharashtra,2019,1,Apple,558788,0.03431420561859899
Maharashtra,2019,1,Motorola,534307,0.03281086970632292
Maharashtra,2019,1,OnePlus,525104,0.03224572937706036
Maharashtra,2019,1,Lenovo,306357,0.018812854053231517
Maharashtra,2019,1,Huawei,217773,0.01337306366668425
Maharashtra,2019,1,Others,1344550,0.08256649241660036
Maharashtra,2019,2,Xiaomi,4892831,0.26057610451097685
Maharashtra,2019,2,Samsung,4177428,0.22247609106365643
Maharashtra,2019,2,Vivo,2871247,0.15291318223515768
Maharashtra,2019,2,Oppo,2256129,0.12015401841883477
Maharashtra,2019,2,Realme,671555,0.03576481302233187
Maharashtra,2019,2,Apple,637834,0.03396894334683835
Maharashtra,2019,2,Motorola,590477,0.03144686511006166
Maharashtra,2019,2,OnePlus,584246,0.031115022520933216
Maharashtra,2019,2,Lenovo,336952,0.017944956522549557
Maharashtra,2019,2,Huawei,250636,0.01334804993882135
Maharashtra,2019,2,Others,1507640,0.08029195330983825
Maharashtra,2019,3,Xiaomi,5512362,0.2586375006035026
Maharashtra,2019,3,Samsung,4737873,0.22229883140781007
Maharashtra,2019,3,Vivo,3365190,0.15789317368052042
Maharashtra,2019,3,Oppo,2622932,0.12306676824434722
Maharashtra,2019,3,Realme,776018,0.03641040917547304
Maharashtra,2019,3,Apple,710463,0.033334598596983706
Maharashtra,2019,3,OnePlus,640069,0.030031744354558593
Maharashtra,2019,3,Motorola,634763,0.02978278926448973
Maharashtra,2019,3,Lenovo,350502,0.01644539332440955
Maharashtra,2019,3,Huawei,283713,0.013311684031041781
Maharashtra,2019,3,Others,1679196,0.0787871073168633
Maharashtra,2019,4,Xiaomi,6103857,0.2570554076455645
Maharashtra,2019,4,Samsung,5262077,0.22160501930129575
Maharashtra,2019,4,Vivo,3869506,0.16295883770162992
Maharashtra,2019,4,Oppo,2994940,0.12612771278455687
Maharashtra,2019,4,Realme,901700,0.0379738354083337
Maharashtra,2019,4,Apple,765131,0.03222242282334898
Maharashtra,2019,4,OnePlus,681386,0.028695619178820967
Maharashtra,2019,4,Motorola,672128,0.02830573144652602
Maharashtra,2019,4,Lenovo,367641,0.015482686950599102
Maharashtra,2019,4,Huawei,311865,0.013133758655450804
Maharashtra,2019,4,Others,1815066,0.07643896810387336
Maharashtra,2020,1,Xiaomi,6677147,0.2551607874997277
Maharashtra,2020,1,Samsung,5772343,0.2205845678698613
Maharashtra,2020,1,Vivo,4396537,0.16800945721154414
Maharashtra,2020,1,Oppo,3377366,0.1290628120415509
Maharashtra,2020,1,Realme,1031169,0.039405137266755805
Maharashtra,2020,1,Apple,815679,0.031170392981761583
Maharashtra,2020,1,OnePlus,715746,0.027351548948941835
Maharashtra,2020,1,Motorola,704678,0.026928595912855166
Maharashtra,2020,1,Lenovo,387278,0.014799458430572152
Maharashtra,2020,1,Huawei,338054,0.012918410341637373
Maharashtra,2020,1,Others,1952393,0.074608831494792
Maharashtra,2020,2,Xiaomi,7291300,0.25347742746188906
Maharashtra,2020,2,Samsung,6335245,0.22024078078542855
Maharashtra,2020,2,Vivo,4942835,0.17183452884514233
Maharashtra,2020,2,Oppo,3797269,0.13200965225690617
Maharashtra,2020,2,Realme,1160245,0.040335182728116994
Maharashtra,2020,2,Apple,858658,0.02985070164573817
Maharashtra,2020,2,OnePlus,742365,0.025807849140447554
Maharashtra,2020,2,Motorola,742088,0.02579821941085106
Maharashtra,2020,2,Lenovo,406197,0.014121181490644596
Maharashtra,2020,2,Huawei,362725,0.012609904938229631
Maharashtra,2020,2,Others,2126159,0.07391457129660589
Maharashtra,2020,3,Xiaomi,7895486,0.2513724424826326
Maharashtra,2020,3,Samsung,6914730,0.2201476348901048
Maharashtra,2020,3,Vivo,5536849,0.17627936478989661
Maharashtra,2020,3,Oppo,4210793,0.13406107251646976
Maharashtra,2020,3,Realme,1316605,0.041917396172299774
Maharashtra,2020,3,Apple,911356,0.029015285910354613
Maharashtra,2020,3,OnePlus,778193,0.024775710467080467
Maharashtra,2020,3,Motorola,776080,0.024708437854480583
Maharashtra,2020,3,Lenovo,423666,0.013488461282414661
Maharashtra,2020,3,Huawei,386542,0.012306526369893095
Maharashtra,2020,3,Others,2259213,0.07192766726437305
Maharashtra,2020,4,Xiaomi,8584570,0.24931495940580317
Maharashtra,2020,4,Samsung,7578573,0.2200985745178752
Maharashtra,2020,4,Vivo,6188503,0.17972785756627194
Maharashtra,2020,4,Oppo,4665421,0.13549417702062908
Maharashtra,2020,4,Realme,1504255,0.04368690269413336
Maharashtra,2020,4,Apple,983306,0.02855738790335249
Maharashtra,2020,4,OnePlus,822805,0.023896082759403428
Maharashtra,2020,4,Motorola,813317,0.023620530188355342
Maharashtra,2020,4,Lenovo,444638,0.012913274039384326
Maharashtra,2020,4,Huawei,413761,0.012016537452511253
Maharashtra,2020,4,Others,2433482,0.07067371645228039
Maharashtra,2021,1,Xiaomi,9195320,0.24800244956939832
Maharashtra,2021,1,Samsung,8088910,0.21816201006016123
Maharashtra,2021,1,Vivo,6831786,0.18425673744186405
Maharashtra,2021,1,Oppo,5069410,0.13672456182836523
Maharashtra,2021,1,Realme,1696339,0.04575112419144778
Maharashtra,2021,1,Apple,1054581,0.02844258506167764
Maharashtra,2021,1,OnePlus,870022,0.02346493511691459
Maharashtra,2021,1,Motorola,832101,0.022442186491513715
Maharashtra,2021,1,Lenovo,447713,0.01207504694823715
Maharashtra,2021,1,Huawei,431846,0.011647105901343987
Maharashtra,2021,1,Others,2559509,0.0690312573890763
Maharashtra,2021,2,Xiaomi,9764252,0.24616983712241644
Maharashtra,2021,2,Samsung,8511194,0.21457857096450278
Maharashtra,2021,2,Vivo,7509629,0.18932777930964656
Maharashtra,2021,2,Oppo,5487836,0.13835567683776837
Maharashtra,2021,2,Realme,2003392,0.05050818867972192
Maharashtra,2021,2,Apple,1131848,0.028535400131759484
Maharashtra,2021,2,OnePlus,949407,0.023935818796245942
Maharashtra,2021,2,Motorola,820661,0.020689960142642714
Maharashtra,2021,2,Lenovo,430496,0.01085337926569816
Maharashtra,2021,2,Huawei,429331,0.010824008059358174
Maharashtra,2021,2,Others,2626651,0.06622138069023949
Maharashtra,2021,3,Xiaomi,10369008,0.24351131157195435
Maharashtra,2021,3,Samsung,8810154,0.20690235321362468
Maharashtra,2021,3,Vivo,8354641,0.19620484308844438
Maharashtra,2021,3,Oppo,6005730,0.14104176496411552
Maharashtra,2021,3,Realme,2373088,0.055730863681045094
Maharashtra,2021,3,Apple,1219480,0.028638918422646303
Maharashtra,2021,3,OnePlus,1108387,0.02602995118716311
Maharashtra,2021,3,Motorola,801994,0.01883445463759291
Maharashtra,2021,3,Huawei,436025,0.010239843544161737
Maharashtra,2021,3,Tecno,422485,0.009921862966011516
Maharashtra,2021,3,Others,2680225,0.06294383272324039
Maharashtra,2021,4,Xiaomi,10876133,0.23912783081917255
Maharashtra,2021,4,Vivo,9147706,0.20112581307635072
Maharashtra,2021,4,Samsung,9133368,0.20081057099184466
Maharashtra,2021,4,Oppo,6511923,0.14317423494650888
Maharashtra,2021,4,Realme,2837580,0.06238838290924427
Maharashtra,2021,4,Apple,1382079,0.030387045955647212
Maharashtra,2021,4,OnePlus,1264294,0.02779736894884376
Maharashtra,2021,4,Motorola,794353,0.017465022705653026
Maharashtra,2021,4,Tecno,485180,0.010667398142046087
Maharashtra,2021,4,Huawei,420624,0.009248039235129216
Maharashtra,2021,4,Others,2629266,0.05780829226955964
Maharashtra,2022,1,Xiaomi,11340940,0.23515441252244823
Maharashtra,2022,1,Vivo,9873983,0.20473705633057232
Maharashtra,2022,1,Samsung,9447206,0.19588783442188637
Maharashtra,2022,1,Oppo,7009300,0.1453378488638152
Maharashtra,2022,1,Realme,3235912,0.06709664148953619
Maharashtra,2022,1,Apple,1510802,0.03132648235047005
Maharashtra,2022,1,OnePlus,1396866,0.028964019173241564
Maharashtra,2022,1,Motorola,788109,0.016341441617595556
Maharashtra,2022,1,Tecno,572060,0.011861665190680114
Maharashtra,2022,1,Huawei,416025,0.00862627916818637
Maharashtra,2022,1,Others,2636427,0.05466631887156802
Manipur,2018,1,Xiaomi,12453,0.416140350877193
Manipur,2018,1,Samsung,5612,0.18753550543024228
Manipur,2018,1,Vivo,2289,0.07649122807017544
Manipur,2018,1,Oppo,2039,0.06813700918964077
Manipur,2018,1,Realme,980,0.03274853801169591
Manipur,2018,1,Apple,918,0.03067669172932331
Manipur,2018,1,OnePlus,554,0.01851294903926483
Manipur,2018,1,Lyf,545,0.01821219715956558
Manipur,2018,1,Lenovo,478,0.01597326649958229
Manipur,2018,1,Motorola,430,0.014369256474519632
Manipur,2018,1,Others,3627,0.12120300751879699
Manipur,2018,2,Xiaomi,19879,0.43163608728693953
Manipur,2018,2,Samsung,8477,0.18406253392682662
Manipur,2018,2,Vivo,3889,0.08444251438497449
Manipur,2018,2,Oppo,3211,0.06972098577787428
Manipur,2018,2,Realme,1474,0.03200521116056888
Manipur,2018,2,Apple,1280,0.02779285636738682
Manipur,2018,2,OnePlus,779,0.016914558679839323
Manipur,2018,2,Lyf,726,0.015763760720877214
Manipur,2018,2,Lenovo,671,0.01456953642384106
Manipur,2018,2,Motorola,611,0.013266746281619803
Manipur,2018,2,Others,5058,0.10982520898925198
Manipur,2018,3,Xiaomi,26950,0.4351336078146444
Manipur,2018,3,Samsung,11353,0.18330507790425446
Manipur,2018,3,Vivo,5709,0.09217728263502059
Manipur,2018,3,Oppo,4448,0.07181722773875837
Manipur,2018,3,Realme,1932,0.031193993703075806
Manipur,2018,3,Apple,1676,0.027060628077823525
Manipur,2018,3,OnePlus,1022,0.01650117058206184
Manipur,2018,3,Motorola,866,0.01398240090417373
Manipur,2018,3,Micromax,817,0.013191248889965286
Manipur,2018,3,Gionee,816,0.013175102930491645
Manipur,2018,3,Others,6346,0.10246225881973037
Manipur,2018,4,Xiaomi,36506,0.442020123745293
Manipur,2018,4,Samsung,15215,0.18422550218552108
Manipur,2018,4,Vivo,7945,0.09619925171633026
Manipur,2018,4,Oppo,6107,0.07394447202411944
Manipur,2018,4,Realme,2561,0.03100897213914686
Manipur,2018,4,Apple,2195,0.026577389240697913
Manipur,2018,4,OnePlus,1217,0.014735618544842533
Manipur,2018,4,Motorola,1091,0.013209991645376503
Manipur,2018,4,Huawei,1063,0.012870963445495162
Manipur,2018,4,Lenovo,1045,0.012653016745571444
Manipur,2018,4,Others,7644,0.09255469856760586
Manipur,2019,1,Xiaomi,44328,0.4453866789916304
Manipur,2019,1,Samsung,18143,0.18229224230610788
Manipur,2019,1,Vivo,9987,0.10034463010037477
Manipur,2019,1,Oppo,7606,0.07642147356998603
Manipur,2019,1,Realme,3053,0.03067509319079245
Manipur,2019,1,Apple,2686,0.026987651592030305
Manipur,2019,1,OnePlus,1419,0.014257437680227476
Manipur,2019,1,Huawei,1320,0.013262732725793001
Manipur,2019,1,Motorola,1261,0.012669928763049223
Manipur,2019,1,Lenovo,1160,0.011655128759030213
Manipur,2019,1,Others,8564,0.08604700232097823
Manipur,2019,2,Xiaomi,52830,0.44867385156309714
Manipur,2019,2,Samsung,21344,0.18127001112554886
Manipur,2019,2,Vivo,12208,0.103679923904643
Manipur,2019,2,Oppo,9283,0.07883852667159248
Manipur,2019,2,Realme,3549,0.030140895309434635
Manipur,2019,2,Apple,3146,0.026718302801769896
Manipur,2019,2,Huawei,1571,0.013342165830127307
Manipur,2019,2,OnePlus,1538,0.013061903912626224
Manipur,2019,2,Motorola,1419,0.012051262452546561
Manipur,2019,2,Lenovo,1409,0.011966334598758354
Manipur,2019,2,Others,9450,0.08025682182985554
Manipur,2019,3,Xiaomi,62189,0.4562120367381672
Manipur,2019,3,Samsung,24119,0.17693447577687138
Manipur,2019,3,Vivo,14457,0.10605504856363156
Manipur,2019,3,Oppo,10716,0.0786114616039203
Manipur,2019,3,Realme,4255,0.0312142375069691
Manipur,2019,3,Apple,3713,0.02723818187153379
Manipur,2019,3,Huawei,1849,0.013564071715719358
Manipur,2019,3,OnePlus,1718,0.012603069338889052
Manipur,2019,3,Motorola,1557,0.011421990081868599
Manipur,2019,3,Gionee,1435,0.010527010769095338
Manipur,2019,3,Others,10308,0.07561841603333432
Manipur,2019,4,Xiaomi,71382,0.45946780983277336
Manipur,2019,4,Samsung,27196,0.17505374682990255
Manipur,2019,4,Vivo,17057,0.10979157816140785
Manipur,2019,4,Oppo,12455,0.08016967262709356
Manipur,2019,4,Realme,5083,0.03271798040654488
Manipur,2019,4,Apple,4146,0.02668674931448654
Manipur,2019,4,Huawei,2110,0.013581534262799469
Manipur,2019,4,OnePlus,1880,0.012101082660693365
Manipur,2019,4,Motorola,1694,0.010903847886816257
Manipur,2019,4,Gionee,1532,0.00986109501924587
Manipur,2019,4,Others,10823,0.06966490299823633
Manipur,2020,1,Xiaomi,82065,0.4626664561886184
Manipur,2020,1,Samsung,30698,0.17306933372422115
Manipur,2020,1,Vivo,20017,0.11285193996865381
Manipur,2020,1,Oppo,14505,0.08177635955664303
Manipur,2020,1,Realme,6022,0.033950860892802776
Manipur,2020,1,Apple,4598,0.025922626766042373
Manipur,2020,1,Huawei,2413,0.013604023137551163
Manipur,2020,1,OnePlus,2036,0.011478570703710804
Manipur,2020,1,Motorola,1833,0.010334096316258302
Manipur,2020,1,Lenovo,1609,0.009071228026655541
Manipur,2020,1,Others,11578,0.06527450471884268
Manipur,2020,2,Xiaomi,101637,0.4716421650517875
Manipur,2020,2,Samsung,36569,0.16969688532501764
Manipur,2020,2,Vivo,24681,0.11453112818799421
Manipur,2020,2,Oppo,17877,0.08295745628689163
Manipur,2020,2,Realme,7575,0.03515146452834391
Manipur,2020,2,Apple,5110,0.023712737127371274
Manipur,2020,2,Huawei,2813,0.013053606563462895
Manipur,2020,2,OnePlus,2198,0.010199725284924082
Manipur,2020,2,Motorola,2017,0.00935980250213461
Manipur,2020,2,Lenovo,1798,0.008343542339532984
Manipur,2020,2,Others,13221,0.06135148680253926
Manipur,2020,3,Xiaomi,123688,0.47836697439308795
Manipur,2020,3,Samsung,43350,0.1676573987770872
Manipur,2020,3,Vivo,30086,0.11635848903362044
Manipur,2020,3,Oppo,21723,0.08401434079895422
Manipur,2020,3,Realme,9422,0.03643986185185042
Manipur,2020,3,Apple,5797,0.02242006783646539
Manipur,2020,3,Huawei,3222,0.012461179673812571
Manipur,2020,3,OnePlus,2459,0.009510254754160495
Manipur,2020,3,Motorola,2176,0.008415743938614573
Manipur,2020,3,Lenovo,1996,0.007719588649574765
Manipur,2020,3,Others,14644,0.056636100292771975
Manipur,2020,4,Xiaomi,137767,0.47707880265399694
Manipur,2020,4,Samsung,48641,0.168440846065408
Manipur,2020,4,Vivo,34019,0.11780574293906611
Manipur,2020,4,Oppo,24639,0.08532336930173286
Manipur,2020,4,Realme,11096,0.038424778025570344
Manipur,2020,4,Apple,6525,0.022595681021705706
Manipur,2020,4,Huawei,3448,0.01194021581039713
Manipur,2020,4,OnePlus,2688,0.009308381699056695
