State,Year,Quater,Pincodes,Registered_Users
Arunachal Pradesh,2022,1,792103,16282
Arunachal Pradesh,2022,1,792001,13172
Arunachal Pradesh,2022,1,790104,11905
Arunachal Pradesh,2022,1,792110,11479
Arunachal Pradesh,2022,1,791109,10306
Arunachal Pradesh,2022,2,791110,36914
Arunachal Pradesh,2022,2,791111,32620
Arunachal Pradesh,2022,2,791113,23506
Arunachal Pradesh,2022,2,791102,22850
Arunachal Pradesh,2022,2,791001,17531
Arunachal Pradesh,2022,2,792103,17259
Arunachal Pradesh,2022,2,792001,13915
Arunachal Pradesh,2022,2,790104,12565
Arunachal Pradesh,2022,2,792110,12124
Arunachal Pradesh,2022,2,791109,10908
Arunachal Pradesh,2022,3,791110,39026
Arunachal Pradesh,2022,3,791111,34393
Arunachal Pradesh,2022,3,791113,24830
Arunachal Pradesh,2022,3,791102,24093
Arunachal Pradesh,2022,3,791001,18476
Arunachal Pradesh,2022,3,792103,18186
Arunachal Pradesh,2022,3,792001,14676
Arunachal Pradesh,2022,3,790104,13227
Arunachal Pradesh,2022,3,792110,12755
Arunachal Pradesh,2022,3,791109,11498
Arunachal Pradesh,2022,4,791110,40977
Arunachal Pradesh,2022,4,791111,36205
Arunachal Pradesh,2022,4,791113,26077
Arunachal Pradesh,2022,4,791102,25161
Arunachal Pradesh,2022,4,791001,19310
Arunachal Pradesh,2022,4,792103,19033
Arunachal Pradesh,2022,4,792001,15408
Arunachal Pradesh,2022,4,790104,13837
Arunachal Pradesh,2022,4,792110,13271
Arunachal Pradesh,2022,4,791109,12089
Arunachal Pradesh,2023,1,791110,42898
Arunachal Pradesh,2023,1,791111,37844
Arunachal Pradesh,2023,1,791113,27294
Arunachal Pradesh,2023,1,791102,26359
Arunachal Pradesh,2023,1,791001,20180
Arunachal Pradesh,2023,1,792103,19898
Arunachal Pradesh,2023,1,792001,16114
Arunachal Pradesh,2023,1,790104,14456
Arunachal Pradesh,2023,1,792110,13901
Arunachal Pradesh,2023,1,791109,12653
Arunachal Pradesh,2023,2,791110,44631
Arunachal Pradesh,2023,2,791111,39368
Arunachal Pradesh,2023,2,791113,28413
Arunachal Pradesh,2023,2,791102,27575
Arunachal Pradesh,2023,2,791001,21123
Arunachal Pradesh,2023,2,792103,20822
Arunachal Pradesh,2023,2,792001,16857
Arunachal Pradesh,2023,2,790104,15049
Arunachal Pradesh,2023,2,792110,14532
Arunachal Pradesh,2023,2,791109,13123
Arunachal Pradesh,2023,3,791110,46438
Arunachal Pradesh,2023,3,791111,40993
Arunachal Pradesh,2023,3,791113,29580
Arunachal Pradesh,2023,3,791102,28825
Arunachal Pradesh,2023,3,791001,22012
Arunachal Pradesh,2023,3,792103,21807
Arunachal Pradesh,2023,3,792001,17609
Arunachal Pradesh,2023,3,790104,15682
Arunachal Pradesh,2023,3,792110,15168
Arunachal Pradesh,2023,3,791120,13685
Arunachal Pradesh,2023,4,791110,48172
Arunachal Pradesh,2023,4,791111,42397
Arunachal Pradesh,2023,4,791113,30667
Arunachal Pradesh,2023,4,791102,29977
Arunachal Pradesh,2023,4,791001,22907
Arunachal Pradesh,2023,4,792103,22670
Arunachal Pradesh,2023,4,792001,18303
Arunachal Pradesh,2023,4,790104,16249
Arunachal Pradesh,2023,4,792110,15829
Arunachal Pradesh,2023,4,791120,14311
Assam,2018,1,781032,7209
Assam,2018,1,781001,5507
Assam,2018,1,781022,5418
Assam,2018,1,781038,4731
Assam,2018,1,783380,4571
Assam,2018,1,785001,4526
Assam,2018,1,781011,4127
Assam,2018,1,786001,4122
Assam,2018,1,781009,3639
Assam,2018,1,781028,3517
Assam,2018,2,781032,10189
Assam,2018,2,781022,7914
Assam,2018,2,781001,7685
Assam,2018,2,781038,6711
Assam,2018,2,783380,6411
Assam,2018,2,785001,6375
Assam,2018,2,781011,5954
Assam,2018,2,786001,5881
Assam,2018,2,781009,5216
Assam,2018,2,781028,5010
Assam,2018,3,781032,13555
Assam,2018,3,781022,10377
Assam,2018,3,781001,10057
Assam,2018,3,785001,8633
Assam,2018,3,781038,8582
Assam,2018,3,783380,8312
Assam,2018,3,781011,7916
Assam,2018,3,786001,7732
Assam,2018,3,781028,6759
Assam,2018,3,781009,6651
Assam,2018,4,781032,17802
Assam,2018,4,781022,13976
Assam,2018,4,781001,12969
Assam,2018,4,781038,11283
Assam,2018,4,785001,10937
Assam,2018,4,783380,10374
Assam,2018,4,781011,10054
Assam,2018,4,786001,9765
Assam,2018,4,781028,8801
Assam,2018,4,781019,8559
Assam,2019,1,781032,21003
Assam,2019,1,781022,16624
Assam,2019,1,781001,15399
Assam,2019,1,781038,13630
Assam,2019,1,785001,12724
Assam,2019,1,783380,12282
Assam,2019,1,781011,11982
Assam,2019,1,786001,11437
Assam,2019,1,781028,10474
Assam,2019,1,781019,10045
Assam,2019,2,781032,24543
Assam,2019,2,781022,19460
Assam,2019,2,781001,17922
Assam,2019,2,781038,15681
Assam,2019,2,783380,14452
Assam,2019,2,785001,14373
Assam,2019,2,781011,13970
Assam,2019,2,786001,13366
Assam,2019,2,781009,12874
Assam,2019,2,781028,12313
Assam,2019,3,781032,27912
Assam,2019,3,781022,22162
Assam,2019,3,781001,20205
Assam,2019,3,781038,17651
Assam,2019,3,783380,16289
Assam,2019,3,785001,16065
Assam,2019,3,781011,15923
Assam,2019,3,781009,15432
Assam,2019,3,786001,15231
Assam,2019,3,781028,13989
Assam,2019,4,781032,30419
Assam,2019,4,781022,24236
Assam,2019,4,781001,21980
Assam,2019,4,781038,19306
Assam,2019,4,783380,17946
Assam,2019,4,785001,17515
Assam,2019,4,781011,17500
Assam,2019,4,781009,17023
Assam,2019,4,786001,16755
Assam,2019,4,781028,15378
Assam,2020,1,781032,33205
Assam,2020,1,781022,26607
Assam,2020,1,781001,24106
Assam,2020,1,781038,21242
Assam,2020,1,783380,19871
Assam,2020,1,781011,19355
Assam,2020,1,785001,19193
Assam,2020,1,781009,18666
Assam,2020,1,786001,18552
Assam,2020,1,781028,17121
Assam,2020,2,781032,36494
Assam,2020,2,781022,29237
Assam,2020,2,781001,26634
Assam,2020,2,781038,23439
Assam,2020,2,783380,22873
Assam,2020,2,781011,21654
Assam,2020,2,785001,21271
Assam,2020,2,786001,20738
Assam,2020,2,781009,19800
Assam,2020,2,781028,19046
Assam,2020,3,781032,39646
Assam,2020,3,781022,31853
Assam,2020,3,781001,29045
Assam,2020,3,781038,25600
Assam,2020,3,783380,25150
Assam,2020,3,781011,23762
Assam,2020,3,785001,23212
Assam,2020,3,786001,22736
Assam,2020,3,781028,20913
Assam,2020,3,781009,20809
Assam,2020,4,781032,43335
Assam,2020,4,781022,34873
Assam,2020,4,781001,31894
Assam,2020,4,781038,27985
Assam,2020,4,783380,27308
Assam,2020,4,781011,26044
Assam,2020,4,785001,25298
Assam,2020,4,786001,24846
Assam,2020,4,781028,22952
Assam,2020,4,782435,22802
Assam,2021,1,781032,46783
Assam,2021,1,781022,37652
Assam,2021,1,781001,34483
Assam,2021,1,781038,30260
Assam,2021,1,783380,29414
Assam,2021,1,781011,28064
Assam,2021,1,785001,27259
Assam,2021,1,786001,26762
Assam,2021,1,781028,24813
Assam,2021,1,782435,24658
Assam,2021,2,781032,49999
Assam,2021,2,781022,40254
Assam,2021,2,781001,36847
Assam,2021,2,781038,32353
Assam,2021,2,783380,31551
Assam,2021,2,781011,30045
Assam,2021,2,785001,29194
Assam,2021,2,786001,28664
Assam,2021,2,781028,26557
Assam,2021,2,782435,26455
Assam,2021,3,781032,53594
Assam,2021,3,781022,43191
Assam,2021,3,781001,39514
Assam,2021,3,781038,34724
Assam,2021,3,783380,34031
Assam,2021,3,781011,32293
Assam,2021,3,785001,31327
Assam,2021,3,786001,30785
Assam,2021,3,782435,28639
Assam,2021,3,781028,28555
Assam,2021,4,781032,57249
Assam,2021,4,781022,46108
Assam,2021,4,781001,42225
Assam,2021,4,781038,37135
Assam,2021,4,783380,36481
Assam,2021,4,781011,34495
Assam,2021,4,785001,33508
Assam,2021,4,786001,32892
Assam,2021,4,782435,30729
Assam,2021,4,781028,30534
Assam,2022,1,781032,60632
Assam,2022,1,781022,48859
Assam,2022,1,781001,44765
Assam,2022,1,781038,39366
Assam,2022,1,783380,38840
Assam,2022,1,781011,36583
Assam,2022,1,785001,35517
Assam,2022,1,786001,34879
Assam,2022,1,782435,32753
Assam,2022,1,781028,32414
Assam,2022,2,781032,63866
Assam,2022,2,781022,51543
Assam,2022,2,781001,47222
Assam,2022,2,781038,41519
Assam,2022,2,783380,41067
Assam,2022,2,781011,38612
Assam,2022,2,785001,37438
Assam,2022,2,786001,36760
Assam,2022,2,782435,34642
Assam,2022,2,781028,34231
Assam,2022,3,781032,67280
Assam,2022,3,781022,54277
Assam,2022,3,781001,49784
Assam,2022,3,781038,43745
Assam,2022,3,783380,43396
Assam,2022,3,781011,40762
Assam,2022,3,785001,39413
Assam,2022,3,786001,38716
Assam,2022,3,782435,36615
Assam,2022,3,781028,36089
Assam,2022,4,781032,70664
Assam,2022,4,781022,57039
Assam,2022,4,781001,52292
Assam,2022,4,781038,45987
Assam,2022,4,783380,45548
Assam,2022,4,781011,42885
Assam,2022,4,785001,41419
Assam,2022,4,786001,40689
Assam,2022,4,782435,38441
Assam,2022,4,781028,37934
Assam,2023,1,781032,73878
Assam,2023,1,781022,59721
Assam,2023,1,781001,54745
Assam,2023,1,781038,48134
Assam,2023,1,783380,47759
Assam,2023,1,781011,44810
Assam,2023,1,785001,43324
Assam,2023,1,786001,42577
Assam,2023,1,782435,40288
Assam,2023,1,781028,39737
Assam,2023,2,781032,76617
Assam,2023,2,781022,62035
Assam,2023,2,781001,56858
Assam,2023,2,781038,50048
Assam,2023,2,783380,49755
Assam,2023,2,781011,46533
Assam,2023,2,785001,45031
Assam,2023,2,786001,44226
Assam,2023,2,782435,42067
Assam,2023,2,781028,41323
Assam,2023,3,781032,79587
Assam,2023,3,781022,64409
Assam,2023,3,781001,59036
Assam,2023,3,781038,51966
Assam,2023,3,783380,51854
Assam,2023,3,781011,48416
Assam,2023,3,785001,46869
Assam,2023,3,786001,46000
Assam,2023,3,782435,43920
Assam,2023,3,781028,43026
Assam,2023,4,781032,82438
Assam,2023,4,781022,66776
Assam,2023,4,781001,61117
Assam,2023,4,783380,53847
Assam,2023,4,781038,53768
Assam,2023,4,781011,50128
Assam,2023,4,785001,48543
Assam,2023,4,786001,47682
Assam,2023,4,782435,45621
Assam,2023,4,781028,44524
Bihar,2018,1,800001,71092
Bihar,2018,1,800006,51989
Bihar,2018,1,800020,46299
Bihar,2018,1,845401,26349
Bihar,2018,1,823001,22311
Bihar,2018,1,801503,20404
Bihar,2018,1,845438,20223
Bihar,2018,1,842001,20084
Bihar,2018,1,812001,20071
Bihar,2018,1,842002,20024
Bihar,2018,2,800001,94711
Bihar,2018,2,800006,68659
Bihar,2018,2,800020,60774
Bihar,2018,2,845401,36977
Bihar,2018,2,823001,30395
Bihar,2018,2,845438,28375
Bihar,2018,2,842001,27334
Bihar,2018,2,801503,27233
Bihar,2018,2,812001,26979
Bihar,2018,2,842002,26341
Bihar,2018,3,800001,112494
Bihar,2018,3,800006,82368
Bihar,2018,3,800020,72430
Bihar,2018,3,845401,45977
Bihar,2018,3,823001,37326
Bihar,2018,3,845438,35432
Bihar,2018,3,842001,32797
Bihar,2018,3,801503,32597
Bihar,2018,3,812001,31778
Bihar,2018,3,842002,31195
Bihar,2018,4,800001,134254
Bihar,2018,4,800006,97937
Bihar,2018,4,800020,86072
Bihar,2018,4,845401,56938
Bihar,2018,4,823001,46023
Bihar,2018,4,845438,44617
Bihar,2018,4,842001,39428
Bihar,2018,4,801503,39106
Bihar,2018,4,812001,38300
Bihar,2018,4,802301,38256
Bihar,2019,1,800001,155763
Bihar,2019,1,800006,112180
Bihar,2019,1,800020,98591
Bihar,2019,1,845401,67473
Bihar,2019,1,823001,53758
Bihar,2019,1,845438,53452
Bihar,2019,1,801503,45773
Bihar,2019,1,842001,45763
Bihar,2019,1,802301,44801
Bihar,2019,1,812001,44256
Bihar,2019,2,800001,176131
Bihar,2019,2,800006,122307
Bihar,2019,2,800020,108548
Bihar,2019,2,845401,76909
Bihar,2019,2,845438,61028
Bihar,2019,2,823001,59743
Bihar,2019,2,842001,52549
Bihar,2019,2,801503,51154
Bihar,2019,2,802301,50446
Bihar,2019,2,812001,50398
Bihar,2019,3,800001,194197
Bihar,2019,3,800006,131686
Bihar,2019,3,800020,117437
Bihar,2019,3,845401,85543
Bihar,2019,3,845438,68041
Bihar,2019,3,823001,65720
Bihar,2019,3,842001,58919
Bihar,2019,3,801503,56571
Bihar,2019,3,812001,55738
Bihar,2019,3,802301,55612
Bihar,2019,4,800001,210421
Bihar,2019,4,800006,141267
Bihar,2019,4,800020,126595
Bihar,2019,4,845401,95162
Bihar,2019,4,845438,76410
Bihar,2019,4,823001,71999
Bihar,2019,4,842001,64740
Bihar,2019,4,801503,61692
Bihar,2019,4,802301,61027
Bihar,2019,4,812001,60690
Bihar,2020,1,800001,226061
Bihar,2020,1,800006,149937
Bihar,2020,1,800020,135524
Bihar,2020,1,845401,105308
Bihar,2020,1,845438,85599
Bihar,2020,1,823001,78258
Bihar,2020,1,842001,70891
Bihar,2020,1,801503,66952
Bihar,2020,1,846004,66311
Bihar,2020,1,802301,66179
Bihar,2020,2,800001,239180
Bihar,2020,2,800006,156697
Bihar,2020,2,800020,143564
Bihar,2020,2,845401,116500
Bihar,2020,2,845438,95794
Bihar,2020,2,823001,84238
Bihar,2020,2,842001,76881
Bihar,2020,2,801503,72440
Bihar,2020,2,846004,72384
Bihar,2020,2,802301,71937
Bihar,2020,3,800001,254577
Bihar,2020,3,800006,165587
Bihar,2020,3,800020,153436
Bihar,2020,3,845401,128397
Bihar,2020,3,845438,105491
Bihar,2020,3,823001,91491
Bihar,2020,3,842001,83156
Bihar,2020,3,846004,79075
Bihar,2020,3,801503,78835
Bihar,2020,3,802301,77893
Bihar,2020,4,800001,271953
Bihar,2020,4,800006,176286
Bihar,2020,4,800020,164391
Bihar,2020,4,845401,139691
Bihar,2020,4,845438,114907
Bihar,2020,4,823001,98986
Bihar,2020,4,842001,89605
Bihar,2020,4,846004,85920
Bihar,2020,4,801503,85326
Bihar,2020,4,802301,84588
Bihar,2021,1,800001,291064
Bihar,2021,1,800006,188807
Bihar,2021,1,800020,176118
Bihar,2021,1,845401,151249
Bihar,2021,1,845438,124418
Bihar,2021,1,823001,106623
Bihar,2021,1,842001,96473
Bihar,2021,1,846004,92791
Bihar,2021,1,801503,91718
Bihar,2021,1,802301,91053
Bihar,2021,2,800001,310396
Bihar,2021,2,800006,201509
Bihar,2021,2,800020,187797
Bihar,2021,2,845401,162194
Bihar,2021,2,845438,133423
Bihar,2021,2,823001,113959
Bihar,2021,2,842001,103177
Bihar,2021,2,846004,99223
Bihar,2021,2,801503,98037
Bihar,2021,2,802301,97433
Bihar,2021,3,800001,331994
Bihar,2021,3,800006,215907
Bihar,2021,3,800020,200899
Bihar,2021,3,845401,174765
Bihar,2021,3,845438,143642
Bihar,2021,3,823001,122153
Bihar,2021,3,842001,110719
Bihar,2021,3,846004,106541
Bihar,2021,3,801503,105096
Bihar,2021,3,802301,104690
Bihar,2021,4,800001,354049
Bihar,2021,4,800006,230673
Bihar,2021,4,800020,214343
Bihar,2021,4,845401,187426
Bihar,2021,4,845438,154094
Bihar,2021,4,823001,130535
Bihar,2021,4,842001,118411
Bihar,2021,4,846004,113937
Bihar,2021,4,801503,112216
Bihar,2021,4,802301,112066
Bihar,2022,1,800001,374585
Bihar,2022,1,800006,244496
Bihar,2022,1,800020,226982
Bihar,2022,1,845401,199667
Bihar,2022,1,845438,164043
Bihar,2022,1,823001,138345
Bihar,2022,1,842001,125613
Bihar,2022,1,846004,120989
Bihar,2022,1,802301,119021
Bihar,2022,1,801503,118829
Bihar,2022,2,800001,394289
Bihar,2022,2,800006,257919
Bihar,2022,2,800020,239192
Bihar,2022,2,845401,211280
Bihar,2022,2,845438,173688
Bihar,2022,2,823001,145953
Bihar,2022,2,842001,132578
Bihar,2022,2,846004,127805
Bihar,2022,2,802301,125702
Bihar,2022,2,801503,125223
Bihar,2022,3,800001,414926
Bihar,2022,3,800006,272017
Bihar,2022,3,800020,251896
Bihar,2022,3,845401,223461
Bihar,2022,3,845438,183758
Bihar,2022,3,823001,153810
Bihar,2022,3,842001,139844
Bihar,2022,3,846004,134888
Bihar,2022,3,802301,132748
Bihar,2022,3,801503,131911
Bihar,2022,4,800001,435858
Bihar,2022,4,800006,286403
Bihar,2022,4,800020,264853
Bihar,2022,4,845401,235479
Bihar,2022,4,845438,193467
Bihar,2022,4,823001,161778
Bihar,2022,4,842001,147230
Bihar,2022,4,846004,142051
Bihar,2022,4,802301,139772
Bihar,2022,4,801503,138639
Bihar,2023,1,800001,455854
Bihar,2023,1,800006,300230
Bihar,2023,1,800020,277169
Bihar,2023,1,845401,246901
Bihar,2023,1,845438,203029
Bihar,2023,1,823001,169449
Bihar,2023,1,842001,154271
Bihar,2023,1,846004,148858
Bihar,2023,1,802301,146579
Bihar,2023,1,801503,144944
Bihar,2023,2,800001,472016
Bihar,2023,2,800006,311558
Bihar,2023,2,800020,287226
Bihar,2023,2,845401,256921
Bihar,2023,2,845438,211285
Bihar,2023,2,823001,175779
Bihar,2023,2,842001,160164
Bihar,2023,2,846004,154656
Bihar,2023,2,802301,152195
Bihar,2023,2,801503,150388
Bihar,2023,3,800001,489967
Bihar,2023,3,800006,323960
Bihar,2023,3,800020,298213
Bihar,2023,3,845401,267457
Bihar,2023,3,845438,220063
Bihar,2023,3,823001,182756
Bihar,2023,3,842001,166557
Bihar,2023,3,846004,160667
Bihar,2023,3,802301,158488
Bihar,2023,3,801503,156227
Bihar,2023,4,800001,505940
Bihar,2023,4,800006,335209
Bihar,2023,4,800020,308191
Bihar,2023,4,845401,276952
Bihar,2023,4,845438,227990
Bihar,2023,4,823001,188992
Bihar,2023,4,842001,172397
Bihar,2023,4,846004,166478
Bihar,2023,4,802301,164095
Bihar,2023,4,801503,161538
Chandigarh,2018,1,160101,11805
Chandigarh,2018,1,160002,10228
Chandigarh,2018,1,160036,9118
Chandigarh,2018,1,160047,8701
Chandigarh,2018,1,160022,7205
Chandigarh,2018,1,160014,5082
Chandigarh,2018,1,160015,3791
Chandigarh,2018,1,160030,3568
Chandigarh,2018,1,160019,3384
Chandigarh,2018,1,160020,3161
Chandigarh,2018,2,160101,15846
Chandigarh,2018,2,160002,13532
Chandigarh,2018,2,160036,12172
Chandigarh,2018,2,160047,11636
Chandigarh,2018,2,160022,9558
Chandigarh,2018,2,160014,7019
Chandigarh,2018,2,160015,4883
Chandigarh,2018,2,160030,4840
Chandigarh,2018,2,160019,4407
Chandigarh,2018,2,160020,4165
Chandigarh,2018,3,160101,19810
Chandigarh,2018,3,160002,16929
Chandigarh,2018,3,160036,15103
Chandigarh,2018,3,160047,14492
Chandigarh,2018,3,160022,11963
Chandigarh,2018,3,160014,8884
Chandigarh,2018,3,160015,6087
Chandigarh,2018,3,160030,5895
Chandigarh,2018,3,160019,5610
Chandigarh,2018,3,160020,5211
Chandigarh,2018,4,160101,24670
Chandigarh,2018,4,160002,21350
Chandigarh,2018,4,160036,18721
Chandigarh,2018,4,160047,17732
Chandigarh,2018,4,160022,14640
Chandigarh,2018,4,160014,11285
Chandigarh,2018,4,160015,7435
Chandigarh,2018,4,160030,7194
Chandigarh,2018,4,160019,6759
Chandigarh,2018,4,160020,6374
Chandigarh,2019,1,160101,29177
Chandigarh,2019,1,160002,25286
Chandigarh,2019,1,160036,22093
Chandigarh,2019,1,160047,20696
Chandigarh,2019,1,160022,17171
Chandigarh,2019,1,160014,13548
Chandigarh,2019,1,160015,8582
Chandigarh,2019,1,160030,8239
Chandigarh,2019,1,160019,7885
Chandigarh,2019,1,160020,7361
Chandigarh,2019,2,160101,33226
Chandigarh,2019,2,160002,28840
Chandigarh,2019,2,160036,25318
Chandigarh,2019,2,160047,23915
Chandigarh,2019,2,160022,19707
Chandigarh,2019,2,160014,15583
Chandigarh,2019,2,160015,9647
Chandigarh,2019,2,160030,9337
Chandigarh,2019,2,160011,8964
Chandigarh,2019,2,160019,8898
Chandigarh,2019,3,160101,36777
Chandigarh,2019,3,160002,31994
Chandigarh,2019,3,160036,28167
Chandigarh,2019,3,160047,26498
Chandigarh,2019,3,160022,21892
Chandigarh,2019,3,160014,17435
Chandigarh,2019,3,160011,10735
Chandigarh,2019,3,160015,10628
Chandigarh,2019,3,160030,10239
Chandigarh,2019,3,160019,9821
Chandigarh,2019,4,160101,39986
Chandigarh,2019,4,160002,34899
Chandigarh,2019,4,160036,30449
Chandigarh,2019,4,160047,28715
Chandigarh,2019,4,160022,23574
Chandigarh,2019,4,160014,19040
Chandigarh,2019,4,160011,11692
Chandigarh,2019,4,160015,11476
Chandigarh,2019,4,160030,10959
Chandigarh,2019,4,160019,10540
Chandigarh,2020,1,160101,43456
Chandigarh,2020,1,160002,37722
Chandigarh,2020,1,160036,33042
Chandigarh,2020,1,160047,31101
Chandigarh,2020,1,160022,25119
Chandigarh,2020,1,160014,21073
Chandigarh,2020,1,160011,12511
Chandigarh,2020,1,160015,12196
Chandigarh,2020,1,160030,11732
Chandigarh,2020,1,160019,11241
Chandigarh,2020,2,160101,47100
Chandigarh,2020,2,160002,40795
Chandigarh,2020,2,160036,35489
Chandigarh,2020,2,160047,33566
Chandigarh,2020,2,160022,26409
Chandigarh,2020,2,160014,23291
Chandigarh,2020,2,160011,13058
Chandigarh,2020,2,160015,12817
Chandigarh,2020,2,160030,12456
Chandigarh,2020,2,160019,11973
Chandigarh,2020,3,160101,50901
Chandigarh,2020,3,160002,44149
Chandigarh,2020,3,160036,38339
Chandigarh,2020,3,160047,36323
Chandigarh,2020,3,160022,28178
Chandigarh,2020,3,160014,25601
Chandigarh,2020,3,160015,13598
Chandigarh,2020,3,160011,13532
Chandigarh,2020,3,160030,13346
Chandigarh,2020,3,160019,12815
Chandigarh,2020,4,160101,55221
Chandigarh,2020,4,160002,47806
Chandigarh,2020,4,160036,41473
Chandigarh,2020,4,160047,39470
Chandigarh,2020,4,160022,30329
Chandigarh,2020,4,160014,27809
Chandigarh,2020,4,160015,14608
Chandigarh,2020,4,160030,14336
Chandigarh,2020,4,160011,14092
Chandigarh,2020,4,160019,13806
Chandigarh,2021,1,160101,59366
Chandigarh,2021,1,160002,51384
Chandigarh,2021,1,160036,44518
Chandigarh,2021,1,160047,42473
Chandigarh,2021,1,160022,32441
Chandigarh,2021,1,160014,29983
Chandigarh,2021,1,160015,15642
Chandigarh,2021,1,160030,15357
Chandigarh,2021,1,160011,14949
Chandigarh,2021,1,160019,14773
Chandigarh,2021,2,160101,63492
Chandigarh,2021,2,160002,54973
Chandigarh,2021,2,160036,47535
Chandigarh,2021,2,160047,45337
Chandigarh,2021,2,160022,34573
Chandigarh,2021,2,160014,32068
Chandigarh,2021,2,160015,16673
Chandigarh,2021,2,160030,16402
Chandigarh,2021,2,160011,15925
Chandigarh,2021,2,160019,15784
Chandigarh,2021,3,160101,68033
Chandigarh,2021,3,160002,58992
Chandigarh,2021,3,160036,50920
Chandigarh,2021,3,160047,48505
Chandigarh,2021,3,160022,36978
Chandigarh,2021,3,160014,34469
Chandigarh,2021,3,160015,17785
Chandigarh,2021,3,160030,17596
Chandigarh,2021,3,160011,16987
